LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;region;cone_type
0,538952;0,759986;0,761454;0,943766;1;0,949597;0,693756;0,638586;0,426122;0,333172;0,304589;0,490315;0,537241;SZ;R
0,479437;0,87161;1;0,807411;0,791348;0,837093;0,686375;0,632709;0,457539;0,341465;0,26067;0,487974;0,380389;SZ;R
0,121754;0,679956;0,771307;0,976488;1;0,939913;0,76454;0,0582563;0,185895;-0,418523;-0,188537;0,201414;0,346366;SZ;R
0,33675;0,542694;0,795561;0,823033;1;0,809256;0,744958;0,481194;0,584602;0,397894;0,328784;0,353482;0,408459;SZ;R
0,337102;0,470702;0,743801;1;0,878706;0,863653;0,784985;0,505009;0,536901;0,427079;0,208763;0,317075;0,387746;SZ;R
0,391605;0,833696;0,857075;1;0,980884;0,951876;0,715135;0,499724;0,223963;0,0386945;0,167336;0,136507;0,276285;SZ;R
-0,0927419;0,552074;0,929445;1;0,986707;0,796628;0,706135;0,559235;0,517763;0,350626;-0,00863736;-0,0243157;0,392869;SZ;R
0,278515;0,446024;0,804505;0,828475;1;0,947828;0,758911;0,624179;0,589956;0,263722;0,315805;0,230444;0,26251;SZ;R
0,278634;0,456549;0,741892;0,98843;0,941648;1;0,724294;0,313238;0,325595;-0,00514689;0,175392;0,102509;0,14469;SZ;R
0,330649;0,418048;0,548042;0,942928;0,934514;1;0,577764;0,285994;0,330652;-0,134573;-0,551138;-0,140221;-0,0738102;SZ;R
0,708396;0,57206;0,831758;0,80343;1;0,636692;0,73816;0,595355;0,48051;0,179662;0,182154;0,270953;0,332913;SZ;R
0,443415;0,454862;0,754563;0,833539;1;0,891203;0,693289;0,380424;0,571349;0,187586;0,200201;0,201274;0,340755;SZ;R
-0,02259;0,664438;0,881366;1;0,936655;0,781262;0,635011;0,453583;0,522415;0,293852;0,2142;0,375427;0,722502;SZ;R
0,0098474;0,13993;0,460453;0,833237;0,964856;1;0,65138;0,512343;0,217475;-0,163489;-0,356011;-0,100352;0,101313;SZ;R
-0,163463;0,07316;0,316256;0,715258;0,910868;0,73967;0,742438;0,41897;0,0626991;-0,155491;-0,561198;-1;-0,272949;SZ;R
0,501335;0,686982;0,845671;0,882585;0,734056;1;0,744714;0,604872;0,488379;0,0182586;-0,00218744;0,317888;0,315428;SZ;R
0,366404;0,576069;0,861166;0,80853;1;0,768746;0,803149;0,584883;0,548055;0,558617;0,181877;0,663224;0,392238;SZ;R
-0,16211;0,232346;0,402858;0,896953;1;0,708086;0,711896;0,216657;-0,113914;-0,585674;-0,719478;-0,404064;-0,21491;SZ;R
0,554218;0,645006;0,939414;0,897973;0,920447;1;0,80601;0,512015;0,544216;0,481203;0,168097;0,408096;0,519749;SZ;R
0,527448;0,692752;0,593437;0,635227;1;0,671426;0,58903;0,518741;0,502367;-0,0321897;0,106866;0,412058;0,148109;SZ;R
0,315213;0,827105;0,925681;1;0,837959;0,827481;0,748776;0,538985;0,795765;0,407057;0,467775;0,560733;0,609005;SZ;R
